"Rank","Name","Country","D_Score","E_Score","Penalty","Score","Round","Date","Apparatus","Gender","Competition"
10,"Brody Malone","United States",NA,NA,NA,14.366,"AAfinal",2021-07-28,"VT","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,13.466,"AAfinal",2021-07-28,"PB","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,14.4,"AAfinal",2021-07-28,"HB","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,84.465,"final",2021-07-28,"AA","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,14.133,"AAfinal",2021-07-28,"FX","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,14.266,"AAfinal",2021-07-28,"PH","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,13.133,"AAfinal",2021-07-28,"SR","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,13.833,"AAfinal",2021-07-28,"VT","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,14.666,"AAfinal",2021-07-28,"PB","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,13.766,"AAfinal",2021-07-28,"HB","m","Olympic Games"
11,"Illia Kovtun","Ukraine",NA,NA,NA,83.797,"final",2021-07-28,"AA","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,12.933,"AAfinal",2021-07-28,"FX","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,13.566,"AAfinal",2021-07-28,"PH","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,13.533,"AAfinal",2021-07-28,"SR","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,14.533,"AAfinal",2021-07-28,"VT","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,14.966,"AAfinal",2021-07-28,"PB","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,13.633,"AAfinal",2021-07-28,"HB","m","Olympic Games"
12,"Sam Mikulak","United States",NA,NA,NA,83.164,"final",2021-07-28,"AA","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,14.3,"AAfinal",2021-07-28,"FX","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,13.666,"AAfinal",2021-07-28,"PH","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,13.433,"AAfinal",2021-07-28,"SR","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,14.3,"AAfinal",2021-07-28,"VT","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,13.7,"AAfinal",2021-07-28,"PB","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,13.333,"AAfinal",2021-07-28,"HB","m","Olympic Games"
13,"Benjamin Gischard","Switzerland",NA,NA,NA,82.732,"final",2021-07-28,"AA","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,15.033,"AAfinal",2021-07-28,"FX","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,13.266,"AAfinal",2021-07-28,"PH","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,12.866,"AAfinal",2021-07-28,"SR","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,14.066,"AAfinal",2021-07-28,"VT","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,13.966,"AAfinal",2021-07-28,"PB","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,13.333,"AAfinal",2021-07-28,"HB","m","Olympic Games"
14,"Milad Karimi","Kazakhstan",NA,NA,NA,82.53,"final",2021-07-28,"AA","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,14.3,"AAfinal",2021-07-28,"FX","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,13.166,"AAfinal",2021-07-28,"PH","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,13.7,"AAfinal",2021-07-28,"SR","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,15.133,"AAfinal",2021-07-28,"VT","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,12.6,"AAfinal",2021-07-28,"PB","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,13.6,"AAfinal",2021-07-28,"HB","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,82.499,"final",2021-07-28,"AA","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,13.8,"AAfinal",2021-07-28,"FX","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,13.866,"AAfinal",2021-07-28,"PH","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,13.3,"AAfinal",2021-07-28,"SR","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,13.033,"AAfinal",2021-07-28,"VT","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,14.533,"AAfinal",2021-07-28,"PB","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,13.2,"AAfinal",2021-07-28,"HB","m","Olympic Games"
16,"Eddy Yusof","Switzerland",NA,NA,NA,81.732,"final",2021-07-28,"AA","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,12.933,"AAfinal",2021-07-28,"FX","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,12.133,"AAfinal",2021-07-28,"PH","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,14.5,"AAfinal",2021-07-28,"SR","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,14.2,"AAfinal",2021-07-28,"VT","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,14.5,"AAfinal",2021-07-28,"PB","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,13.266,"AAfinal",2021-07-28,"HB","m","Olympic Games"
17,"Caio Souza","Brazil",NA,NA,NA,81.532,"final",2021-07-28,"AA","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,13.533,"AAfinal",2021-07-28,"FX","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,13.566,"AAfinal",2021-07-28,"PH","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,13.325,"AAfinal",2021-07-28,"SR","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,13.433,"AAfinal",2021-07-28,"VT","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,15.4,"AAfinal",2021-07-28,"PB","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,12.033,"AAfinal",2021-07-28,"HB","m","Olympic Games"
18,"Lukas Dauser","Germany",NA,NA,NA,81.29,"final",2021-07-28,"AA","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.9,"AAfinal",2021-07-28,"FX","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.633,"AAfinal",2021-07-28,"PH","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.2,"AAfinal",2021-07-28,"SR","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,14.233,"AAfinal",2021-07-28,"VT","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.266,"AAfinal",2021-07-28,"PB","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.033,"AAfinal",2021-07-28,"HB","m","Olympic Games"
19,"Petro Pakhniuk","Ukraine",NA,NA,NA,81.265,"final",2021-07-28,"AA","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,14.133,"AAfinal",2021-07-28,"FX","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,12.833,"AAfinal",2021-07-28,"PH","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,13.233,"AAfinal",2021-07-28,"SR","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,13.833,"AAfinal",2021-07-28,"VT","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,13.7,"AAfinal",2021-07-28,"PB","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,13.466,"AAfinal",2021-07-28,"HB","m","Olympic Games"
20,"Diogo Soares","Brazil",NA,NA,NA,81.198,"final",2021-07-28,"AA","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,14.4,"AAfinal",2021-07-28,"FX","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,12.666,"AAfinal",2021-07-28,"PH","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,12.733,"AAfinal",2021-07-28,"SR","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,14.4,"AAfinal",2021-07-28,"VT","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,13.9,"AAfinal",2021-07-28,"PB","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,12.6,"AAfinal",2021-07-28,"HB","m","Olympic Games"
21,"Lee Chih-kai","Taiwan",NA,NA,NA,80.699,"final",2021-07-28,"AA","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,13.966,"AAfinal",2021-07-28,"FX","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,12.766,"AAfinal",2021-07-28,"PH","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,13.466,"AAfinal",2021-07-28,"SR","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,13.8,"AAfinal",2021-07-28,"VT","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,14.166,"AAfinal",2021-07-28,"PB","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,12.3,"AAfinal",2021-07-28,"HB","m","Olympic Games"
22,"Lee Jun-ho","South Korea",NA,NA,NA,80.464,"final",2021-07-28,"AA","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,13.133,"AAfinal",2021-07-28,"FX","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,12.1,"AAfinal",2021-07-28,"PH","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,12.833,"AAfinal",2021-07-28,"SR","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,13.666,"AAfinal",2021-07-28,"VT","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,14,"AAfinal",2021-07-28,"PB","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,12.833,"AAfinal",2021-07-28,"HB","m","Olympic Games"
23,"Philipp Herder","Germany",NA,NA,NA,78.565,"final",2021-07-28,"AA","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,NA,"AAfinal",2021-07-28,"FX","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,12.9,"AAfinal",2021-07-28,"PH","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,13.866,"AAfinal",2021-07-28,"SR","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,14.333,"AAfinal",2021-07-28,"VT","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,NA,"AAfinal",2021-07-28,"PB","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,NA,"AAfinal",2021-07-28,"HB","m","Olympic Games"
NA,"Ahmet Önder","Turkey",NA,NA,NA,NA,"final",2021-07-28,"AA","m","Olympic Games"
1,"Simone Biles","United States",NA,NA,NA,14.133,"AAqual",2021-07-29,"FX","w","Olympic Games"
1,"Simone Biles","United States",NA,NA,NA,14.966,"AAqual",2021-07-29,"VT","w","Olympic Games"
1,"Simone Biles","United States",NA,NA,NA,14.566,"AAqual",2021-07-29,"UB","w","Olympic Games"
1,"Simone Biles","United States",NA,NA,NA,14.066,"AAqual",2021-07-29,"BB","w","Olympic Games"
1,"Simone Biles","United States",NA,NA,NA,57.731,"qual",2021-07-29,"AA","w","Olympic Games"
2,"Rebeca Andrade","Brazil",NA,NA,NA,14.066,"AAqual",2021-07-29,"FX","w","Olympic Games"
2,"Rebeca Andrade","Brazil",NA,NA,NA,15.4,"AAqual",2021-07-29,"VT","w","Olympic Games"
2,"Rebeca Andrade","Brazil",NA,NA,NA,14.2,"AAqual",2021-07-29,"UB","w","Olympic Games"
2,"Rebeca Andrade","Brazil",NA,NA,NA,13.733,"AAqual",2021-07-29,"BB","w","Olympic Games"
2,"Rebeca Andrade","Brazil",NA,NA,NA,57.399,"qual",2021-07-29,"AA","w","Olympic Games"
3,"Sunisa Lee","United States",NA,NA,NA,13.433,"AAqual",2021-07-29,"FX","w","Olympic Games"
3,"Sunisa Lee","United States",NA,NA,NA,14.333,"AAqual",2021-07-29,"VT","w","Olympic Games"
3,"Sunisa Lee","United States",NA,NA,NA,15.2,"AAqual",2021-07-29,"UB","w","Olympic Games"
3,"Sunisa Lee","United States",NA,NA,NA,14.2,"AAqual",2021-07-29,"BB","w","Olympic Games"
3,"Sunisa Lee","United States",NA,NA,NA,57.166,"qual",2021-07-29,"AA","w","Olympic Games"
4,"Angelina Melnikova","Russia",NA,NA,NA,14,"AAqual",2021-07-29,"FX","w","Olympic Games"
4,"Angelina Melnikova","Russia",NA,NA,NA,14.466,"AAqual",2021-07-29,"VT","w","Olympic Games"
4,"Angelina Melnikova","Russia",NA,NA,NA,14.933,"AAqual",2021-07-29,"UB","w","Olympic Games"
4,"Angelina Melnikova","Russia",NA,NA,NA,13.733,"AAqual",2021-07-29,"BB","w","Olympic Games"
4,"Angelina Melnikova","Russia",NA,NA,NA,57.132,"qual",2021-07-29,"AA","w","Olympic Games"
5,"Vladislava Urazova","Russia",NA,NA,NA,13.633,"AAqual",2021-07-29,"FX","w","Olympic Games"
5,"Vladislava Urazova","Russia",NA,NA,NA,14.6,"AAqual",2021-07-29,"VT","w","Olympic Games"
5,"Vladislava Urazova","Russia",NA,NA,NA,14.866,"AAqual",2021-07-29,"UB","w","Olympic Games"
5,"Vladislava Urazova","Russia",NA,NA,NA,14,"AAqual",2021-07-29,"BB","w","Olympic Games"
5,"Vladislava Urazova","Russia",NA,NA,NA,57.099,"qual",2021-07-29,"AA","w","Olympic Games"
6,"Viktoria Listunova","Russia",NA,NA,NA,14,"AAqual",2021-07-29,"FX","w","Olympic Games"
6,"Viktoria Listunova","Russia",NA,NA,NA,14.3,"AAqual",2021-07-29,"VT","w","Olympic Games"
6,"Viktoria Listunova","Russia",NA,NA,NA,14.766,"AAqual",2021-07-29,"UB","w","Olympic Games"
6,"Viktoria Listunova","Russia",NA,NA,NA,13.866,"AAqual",2021-07-29,"BB","w","Olympic Games"
6,"Viktoria Listunova","Russia",NA,NA,NA,56.932,"qual",2021-07-29,"AA","w","Olympic Games"
7,"Nina Derwael","Belgium",NA,NA,NA,13.566,"AAqual",2021-07-29,"FX","w","Olympic Games"
7,"Nina Derwael","Belgium",NA,NA,NA,13.9,"AAqual",2021-07-29,"VT","w","Olympic Games"
7,"Nina Derwael","Belgium",NA,NA,NA,15.366,"AAqual",2021-07-29,"UB","w","Olympic Games"
7,"Nina Derwael","Belgium",NA,NA,NA,13.766,"AAqual",2021-07-29,"BB","w","Olympic Games"
7,"Nina Derwael","Belgium",NA,NA,NA,56.598,"qual",2021-07-29,"AA","w","Olympic Games"
8,"Tang Xijing","China",NA,NA,NA,13.366,"AAqual",2021-07-29,"FX","w","Olympic Games"
8,"Tang Xijing","China",NA,NA,NA,14.3,"AAqual",2021-07-29,"VT","w","Olympic Games"
8,"Tang Xijing","China",NA,NA,NA,14.433,"AAqual",2021-07-29,"UB","w","Olympic Games"
8,"Tang Xijing","China",NA,NA,NA,14.333,"AAqual",2021-07-29,"BB","w","Olympic Games"
8,"Tang Xijing","China",NA,NA,NA,56.432,"qual",2021-07-29,"AA","w","Olympic Games"
9,"Jade Carey","United States",NA,NA,NA,14.1,"AAqual",2021-07-29,"FX","w","Olympic Games"
9,"Jade Carey","United States",NA,NA,NA,15.166,"AAqual",2021-07-29,"VT","w","Olympic Games"
9,"Jade Carey","United States",NA,NA,NA,14.133,"AAqual",2021-07-29,"UB","w","Olympic Games"
9,"Jade Carey","United States",NA,NA,NA,12.866,"AAqual",2021-07-29,"BB","w","Olympic Games"
9,"Jade Carey","United States",NA,NA,NA,56.265,"qual",2021-07-29,"AA","w","Olympic Games"
10,"Mélanie de Jesus dos Santos","France",NA,NA,NA,13.166,"AAqual",2021-07-29,"FX","w","Olympic Games"
10,"Mélanie de Jesus dos Santos","France",NA,NA,NA,14.466,"AAqual",2021-07-29,"VT","w","Olympic Games"
10,"Mélanie de Jesus dos Santos","France",NA,NA,NA,14.566,"AAqual",2021-07-29,"UB","w","Olympic Games"
10,"Mélanie de Jesus dos Santos","France",NA,NA,NA,13.233,"AAqual",2021-07-29,"BB","w","Olympic Games"
10,"Mélanie de Jesus dos Santos","France",NA,NA,NA,55.431,"qual",2021-07-29,"AA","w","Olympic Games"
11,"MyKayla Skinner","United States",NA,NA,NA,13.566,"AAqual",2021-07-29,"FX","w","Olympic Games"
11,"MyKayla Skinner","United States",NA,NA,NA,14.933,"AAqual",2021-07-29,"VT","w","Olympic Games"
11,"MyKayla Skinner","United States",NA,NA,NA,13.666,"AAqual",2021-07-29,"UB","w","Olympic Games"
11,"MyKayla Skinner","United States",NA,NA,NA,13.233,"AAqual",2021-07-29,"BB","w","Olympic Games"
11,"MyKayla Skinner","United States",NA,NA,NA,55.398,"qual",2021-07-29,"AA","w","Olympic Games"
12,"Jessica Gadirova","United Kingdom",NA,NA,NA,14.033,"AAqual",2021-07-29,"FX","w","Olympic Games"
12,"Jessica Gadirova","United Kingdom",NA,NA,NA,14.5,"AAqual",2021-07-29,"VT","w","Olympic Games"
12,"Jessica Gadirova","United Kingdom",NA,NA,NA,13.8,"AAqual",2021-07-29,"UB","w","Olympic Games"
12,"Jessica Gadirova","United Kingdom",NA,NA,NA,12.866,"AAqual",2021-07-29,"BB","w","Olympic Games"
12,"Jessica Gadirova","United Kingdom",NA,NA,NA,55.199,"qual",2021-07-29,"AA","w","Olympic Games"
13,"Grace McCallum","United States",NA,NA,NA,13.466,"AAqual",2021-07-29,"FX","w","Olympic Games"
13,"Grace McCallum","United States",NA,NA,NA,14.533,"AAqual",2021-07-29,"VT","w","Olympic Games"
13,"Grace McCallum","United States",NA,NA,NA,14.1,"AAqual",2021-07-29,"UB","w","Olympic Games"
13,"Grace McCallum","United States",NA,NA,NA,13.066,"AAqual",2021-07-29,"BB","w","Olympic Games"
13,"Grace McCallum","United States",NA,NA,NA,55.165,"qual",2021-07-29,"AA","w","Olympic Games"
14,"Lu Yufei","China",NA,NA,NA,12.666,"AAqual",2021-07-29,"FX","w","Olympic Games"
14,"Lu Yufei","China",NA,NA,NA,13.6,"AAqual",2021-07-29,"VT","w","Olympic Games"
14,"Lu Yufei","China",NA,NA,NA,14.7,"AAqual",2021-07-29,"UB","w","Olympic Games"
14,"Lu Yufei","China",NA,NA,NA,14.1,"AAqual",2021-07-29,"BB","w","Olympic Games"
14,"Lu Yufei","China",NA,NA,NA,55.066,"qual",2021-07-29,"AA","w","Olympic Games"
15,"Zhang Jin","China",NA,NA,NA,13.433,"AAqual",2021-07-29,"FX","w","Olympic Games"
15,"Zhang Jin","China",NA,NA,NA,14.433,"AAqual",2021-07-29,"VT","w","Olympic Games"
15,"Zhang Jin","China",NA,NA,NA,13.1,"AAqual",2021-07-29,"UB","w","Olympic Games"
15,"Zhang Jin","China",NA,NA,NA,13.966,"AAqual",2021-07-29,"BB","w","Olympic Games"
15,"Zhang Jin","China",NA,NA,NA,54.932,"qual",2021-07-29,"AA","w","Olympic Games"
16,"Zsófia Kovács","Hungary",NA,NA,NA,12.666,"AAqual",2021-07-29,"FX","w","Olympic Games"
16,"Zsófia Kovács","Hungary",NA,NA,NA,14.5,"AAqual",2021-07-29,"VT","w","Olympic Games"
16,"Zsófia Kovács","Hungary",NA,NA,NA,14.433,"AAqual",2021-07-29,"UB","w","Olympic Games"
16,"Zsófia Kovács","Hungary",NA,NA,NA,13.133,"AAqual",2021-07-29,"BB","w","Olympic Games"
16,"Zsófia Kovács","Hungary",NA,NA,NA,54.732,"qual",2021-07-29,"AA","w","Olympic Games"
17,"Jennifer Gadirova","United Kingdom",NA,NA,NA,13.8,"AAqual",2021-07-29,"FX","w","Olympic Games"
17,"Jennifer Gadirova","United Kingdom",NA,NA,NA,14.533,"AAqual",2021-07-29,"VT","w","Olympic Games"
17,"Jennifer Gadirova","United Kingdom",NA,NA,NA,13.066,"AAqual",2021-07-29,"UB","w","Olympic Games"
17,"Jennifer Gadirova","United Kingdom",NA,NA,NA,13.3,"AAqual",2021-07-29,"BB","w","Olympic Games"
17,"Jennifer Gadirova","United Kingdom",NA,NA,NA,54.699,"qual",2021-07-29,"AA","w","Olympic Games"
18,"Carolann Héduit","France",NA,NA,NA,12.9,"AAqual",2021-07-29,"FX","w","Olympic Games"
18,"Carolann Héduit","France",NA,NA,NA,14.233,"AAqual",2021-07-29,"VT","w","Olympic Games"
18,"Carolann Héduit","France",NA,NA,NA,13.966,"AAqual",2021-07-29,"UB","w","Olympic Games"
18,"Carolann Héduit","France",NA,NA,NA,13.2,"AAqual",2021-07-29,"BB","w","Olympic Games"
18,"Carolann Héduit","France",NA,NA,NA,54.299,"qual",2021-07-29,"AA","w","Olympic Games"
19,"Elisabeth Seitz","Germany",NA,NA,NA,12.933,"AAqual",2021-07-29,"FX","w","Olympic Games"
19,"Elisabeth Seitz","Germany",NA,NA,NA,14.266,"AAqual",2021-07-29,"VT","w","Olympic Games"
19,"Elisabeth Seitz","Germany",NA,NA,NA,14.7,"AAqual",2021-07-29,"UB","w","Olympic Games"
19,"Elisabeth Seitz","Germany",NA,NA,NA,12.333,"AAqual",2021-07-29,"BB","w","Olympic Games"
19,"Elisabeth Seitz","Germany",NA,NA,NA,54.232,"qual",2021-07-29,"AA","w","Olympic Games"
20,"Alice D'Amato","Italy",NA,NA,NA,13.033,"AAqual",2021-07-29,"FX","w","Olympic Games"
20,"Alice D'Amato","Italy",NA,NA,NA,14.333,"AAqual",2021-07-29,"VT","w","Olympic Games"
20,"Alice D'Amato","Italy",NA,NA,NA,14.233,"AAqual",2021-07-29,"UB","w","Olympic Games"
20,"Alice D'Amato","Italy",NA,NA,NA,12.6,"AAqual",2021-07-29,"BB","w","Olympic Games"
20,"Alice D'Amato","Italy",NA,NA,NA,54.199,"qual",2021-07-29,"AA","w","Olympic Games"
21,"Roxana Popa","Spain",NA,NA,NA,12.533,"AAqual",2021-07-29,"FX","w","Olympic Games"
21,"Roxana Popa","Spain",NA,NA,NA,14.3,"AAqual",2021-07-29,"VT","w","Olympic Games"
21,"Roxana Popa","Spain",NA,NA,NA,14.4,"AAqual",2021-07-29,"UB","w","Olympic Games"
21,"Roxana Popa","Spain",NA,NA,NA,12.866,"AAqual",2021-07-29,"BB","w","Olympic Games"
21,"Roxana Popa","Spain",NA,NA,NA,54.099,"qual",2021-07-29,"AA","w","Olympic Games"
22,"Brooklyn Moors","Canada",NA,NA,NA,13.533,"AAqual",2021-07-29,"FX","w","Olympic Games"
22,"Brooklyn Moors","Canada",NA,NA,NA,14.133,"AAqual",2021-07-29,"VT","w","Olympic Games"
22,"Brooklyn Moors","Canada",NA,NA,NA,13,"AAqual",2021-07-29,"UB","w","Olympic Games"
22,"Brooklyn Moors","Canada",NA,NA,NA,13.3,"AAqual",2021-07-29,"BB","w","Olympic Games"
22,"Brooklyn Moors","Canada",NA,NA,NA,53.966,"qual",2021-07-29,"AA","w","Olympic Games"
23,"Mai Murakami","Japan",NA,NA,NA,13.933,"AAqual",2021-07-29,"FX","w","Olympic Games"
23,"Mai Murakami","Japan",NA,NA,NA,14.433,"AAqual",2021-07-29,"VT","w","Olympic Games"
23,"Mai Murakami","Japan",NA,NA,NA,12.133,"AAqual",2021-07-29,"UB","w","Olympic Games"
23,"Mai Murakami","Japan",NA,NA,NA,13.466,"AAqual",2021-07-29,"BB","w","Olympic Games"
23,"Mai Murakami","Japan",NA,NA,NA,53.965,"qual",2021-07-29,"AA","w","Olympic Games"
24,"Ellie Black","Canada",NA,NA,NA,12.266,"AAqual",2021-07-29,"FX","w","Olympic Games"
24,"Ellie Black","Canada",NA,NA,NA,14.533,"AAqual",2021-07-29,"VT","w","Olympic Games"
24,"Ellie Black","Canada",NA,NA,NA,12.8,"AAqual",2021-07-29,"UB","w","Olympic Games"
24,"Ellie Black","Canada",NA,NA,NA,14.1,"AAqual",2021-07-29,"BB","w","Olympic Games"
24,"Ellie Black","Canada",NA,NA,NA,53.699,"qual",2021-07-29,"AA","w","Olympic Games"
25,"Aline Friess","France",NA,NA,NA,12.5,"AAqual",2021-07-29,"FX","w","Olympic Games"
25,"Aline Friess","France",NA,NA,NA,14.966,"AAqual",2021-07-29,"VT","w","Olympic Games"
25,"Aline Friess","France",NA,NA,NA,13.666,"AAqual",2021-07-29,"UB","w","Olympic Games"
25,"Aline Friess","France",NA,NA,NA,12.5,"AAqual",2021-07-29,"BB","w","Olympic Games"
25,"Aline Friess","France",NA,NA,NA,53.632,"qual",2021-07-29,"AA","w","Olympic Games"
25,"Jutta Verkest","Belgium",NA,NA,NA,12.933,"AAqual",2021-07-29,"FX","w","Olympic Games"
25,"Jutta Verkest","Belgium",NA,NA,NA,13.4,"AAqual",2021-07-29,"VT","w","Olympic Games"
25,"Jutta Verkest","Belgium",NA,NA,NA,13.633,"AAqual",2021-07-29,"UB","w","Olympic Games"
25,"Jutta Verkest","Belgium",NA,NA,NA,13.666,"AAqual",2021-07-29,"BB","w","Olympic Games"
25,"Jutta Verkest","Belgium",NA,NA,NA,53.632,"qual",2021-07-29,"AA","w","Olympic Games"
27,"Martina Maggio","Italy",NA,NA,NA,12.7,"AAqual",2021-07-29,"FX","w","Olympic Games"
27,"Martina Maggio","Italy",NA,NA,NA,14.1,"AAqual",2021-07-29,"VT","w","Olympic Games"
27,"Martina Maggio","Italy",NA,NA,NA,13.7,"AAqual",2021-07-29,"UB","w","Olympic Games"
27,"Martina Maggio","Italy",NA,NA,NA,13.066,"AAqual",2021-07-29,"BB","w","Olympic Games"
27,"Martina Maggio","Italy",NA,NA,NA,53.566,"qual",2021-07-29,"AA","w","Olympic Games"
28,"Lilia Akhaimova","Russia",NA,NA,NA,13.633,"AAqual",2021-07-29,"FX","w","Olympic Games"
28,"Lilia Akhaimova","Russia",NA,NA,NA,14.766,"AAqual",2021-07-29,"VT","w","Olympic Games"
28,"Lilia Akhaimova","Russia",NA,NA,NA,12.9,"AAqual",2021-07-29,"UB","w","Olympic Games"
28,"Lilia Akhaimova","Russia",NA,NA,NA,12.266,"AAqual",2021-07-29,"BB","w","Olympic Games"
28,"Lilia Akhaimova","Russia",NA,NA,NA,53.565,"qual",2021-07-29,"AA","w","Olympic Games"
29,"Lee Yun-seo","South Korea",NA,NA,NA,12.966,"AAqual",2021-07-29,"FX","w","Olympic Games"
29,"Lee Yun-seo","South Korea",NA,NA,NA,13.4,"AAqual",2021-07-29,"VT","w","Olympic Games"
29,"Lee Yun-seo","South Korea",NA,NA,NA,14.333,"AAqual",2021-07-29,"UB","w","Olympic Games"
29,"Lee Yun-seo","South Korea",NA,NA,NA,12.841,"AAqual",2021-07-29,"BB","w","Olympic Games"
29,"Lee Yun-seo","South Korea",NA,NA,NA,53.54,"qual",2021-07-29,"AA","w","Olympic Games"
