"Name","Country","Apparatus","Score","Rank","Gender","Competition","Round","Date"
"Salma Mohamed","Egypt","VT",13.533,62,"w","Olympic Games","TeamQual",2012-08-01
"Salma Mohamed","Egypt","UB",12.566,63,"w","Olympic Games","TeamQual",2012-08-01
"Salma Mohamed","Egypt","BB",13.066,42,"w","Olympic Games","TeamQual",2012-08-01
"Salma Mohamed","Egypt","FX",12.5,69,"w","Olympic Games","TeamQual",2012-08-01
"Salma Mohamed","Egypt","AA",51.665,41,"w","Olympic Games","TeamQual",2012-08-01
"Jessica Gil Ortiz","Colombia","VT",13.533,62,"w","Olympic Games","TeamQual",2012-08-01
"Jessica Gil Ortiz","Colombia","UB",12.633,61,"w","Olympic Games","TeamQual",2012-08-01
"Jessica Gil Ortiz","Colombia","BB",12.266,61,"w","Olympic Games","TeamQual",2012-08-01
"Jessica Gil Ortiz","Colombia","FX",13.066,53,"w","Olympic Games","TeamQual",2012-08-01
"Jessica Gil Ortiz","Colombia","AA",51.498,42,"w","Olympic Games","TeamQual",2012-08-01
"Simona Castro","Chile","VT",13.666,56,"w","Olympic Games","TeamQual",2012-08-01
"Simona Castro","Chile","UB",12.266,68,"w","Olympic Games","TeamQual",2012-08-01
"Simona Castro","Chile","BB",12.4,57,"w","Olympic Games","TeamQual",2012-08-01
"Simona Castro","Chile","FX",12.6,66,"w","Olympic Games","TeamQual",2012-08-01
"Simona Castro","Chile","AA",50.932,43,"w","Olympic Games","TeamQual",2012-08-01
"Nataliya Kononenko","Ukraine","VT",12.833,73,"w","Olympic Games","TeamQual",2012-08-01
"Nataliya Kononenko","Ukraine","UB",13.433,41,"w","Olympic Games","TeamQual",2012-08-01
"Nataliya Kononenko","Ukraine","BB",12.066,66,"w","Olympic Games","TeamQual",2012-08-01
"Nataliya Kononenko","Ukraine","FX",12.5,68,"w","Olympic Games","TeamQual",2012-08-01
"Nataliya Kononenko","Ukraine","AA",50.832,44,"w","Olympic Games","TeamQual",2012-08-01
"Lim Heem Wei",NA,"VT",13.333,67,"w","Olympic Games","TeamQual",2012-08-01
"Lim Heem Wei",NA,"UB",12.4,66,"w","Olympic Games","TeamQual",2012-08-01
"Lim Heem Wei",NA,"BB",13.033,46,"w","Olympic Games","TeamQual",2012-08-01
"Lim Heem Wei",NA,"FX",12.033,77,"w","Olympic Games","TeamQual",2012-08-01
"Lim Heem Wei",NA,"AA",50.799,45,"w","Olympic Games","TeamQual",2012-08-01
"Barbara Gasser","Austria","VT",13.7,54,"w","Olympic Games","TeamQual",2012-08-01
"Barbara Gasser","Austria","UB",12.8,59,"w","Olympic Games","TeamQual",2012-08-01
"Barbara Gasser","Austria","BB",12,68,"w","Olympic Games","TeamQual",2012-08-01
"Barbara Gasser","Austria","FX",12.133,75,"w","Olympic Games","TeamQual",2012-08-01
"Barbara Gasser","Austria","AA",50.633,46,"w","Olympic Games","TeamQual",2012-08-01
"Kristýna Pálešová","Czechia","VT",13.8,45,"w","Olympic Games","TeamQual",2012-08-01
"Kristýna Pálešová","Czechia","UB",14.133,25,"w","Olympic Games","TeamQual",2012-08-01
"Kristýna Pálešová","Czechia","BB",9.7,83,"w","Olympic Games","TeamQual",2012-08-01
"Kristýna Pálešová","Czechia","FX",12.966,55,"w","Olympic Games","TeamQual",2012-08-01
"Kristýna Pálešová","Czechia","AA",50.599,47,"w","Olympic Games","TeamQual",2012-08-01
"Heo Seon-mi","South Korea","VT",13.8,45,"w","Olympic Games","TeamQual",2012-08-01
"Heo Seon-mi","South Korea","UB",12.166,69,"w","Olympic Games","TeamQual",2012-08-01
"Heo Seon-mi","South Korea","BB",11.4,76,"w","Olympic Games","TeamQual",2012-08-01
"Heo Seon-mi","South Korea","FX",13.233,49,"w","Olympic Games","TeamQual",2012-08-01
"Heo Seon-mi","South Korea","AA",50.599,48,"w","Olympic Games","TeamQual",2012-08-01
"Dorina Böczögő","Hungary","VT",12.633,79,"w","Olympic Games","TeamQual",2012-08-01
"Dorina Böczögő","Hungary","UB",13.2,50,"w","Olympic Games","TeamQual",2012-08-01
"Dorina Böczögő","Hungary","BB",11.6,73,"w","Olympic Games","TeamQual",2012-08-01
"Dorina Böczögő","Hungary","FX",13.166,52,"w","Olympic Games","TeamQual",2012-08-01
"Dorina Böczögő","Hungary","AA",50.599,49,"w","Olympic Games","TeamQual",2012-08-01
"Laura Švilpaitė","Lithuania","VT",12.233,80,"w","Olympic Games","TeamQual",2012-08-01
"Laura Švilpaitė","Lithuania","UB",13.5,39,"w","Olympic Games","TeamQual",2012-08-01
"Laura Švilpaitė","Lithuania","BB",11.9,71,"w","Olympic Games","TeamQual",2012-08-01
"Laura Švilpaitė","Lithuania","FX",12.666,64,"w","Olympic Games","TeamQual",2012-08-01
"Laura Švilpaitė","Lithuania","AA",50.299,50,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Pereyra","Argentina","VT",13.366,66,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Pereyra","Argentina","UB",13.266,45,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Pereyra","Argentina","BB",10.566,81,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Pereyra","Argentina","FX",12.6,67,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Pereyra","Argentina","AA",49.798,51,"w","Olympic Games","TeamQual",2012-08-01
"Wong Hiu Ying","Hong Kong SAR China","VT",13.533,62,"w","Olympic Games","TeamQual",2012-08-01
"Wong Hiu Ying","Hong Kong SAR China","UB",11.866,71,"w","Olympic Games","TeamQual",2012-08-01
"Wong Hiu Ying","Hong Kong SAR China","BB",11.466,75,"w","Olympic Games","TeamQual",2012-08-01
"Wong Hiu Ying","Hong Kong SAR China","FX",12.8,63,"w","Olympic Games","TeamQual",2012-08-01
"Wong Hiu Ying","Hong Kong SAR China","AA",49.765,52,"w","Olympic Games","TeamQual",2012-08-01
"Zoi Lima","Portugal","VT",13.566,60,"w","Olympic Games","TeamQual",2012-08-01
"Zoi Lima","Portugal","UB",11.766,72,"w","Olympic Games","TeamQual",2012-08-01
"Zoi Lima","Portugal","BB",12.266,59,"w","Olympic Games","TeamQual",2012-08-01
"Zoi Lima","Portugal","FX",12.033,78,"w","Olympic Games","TeamQual",2012-08-01
"Zoi Lima","Portugal","AA",49.631,53,"w","Olympic Games","TeamQual",2012-08-01
"Lorena Quiñones","Puerto Rico","VT",13.8,45,"w","Olympic Games","TeamQual",2012-08-01
"Lorena Quiñones","Puerto Rico","UB",10.766,75,"w","Olympic Games","TeamQual",2012-08-01
"Lorena Quiñones","Puerto Rico","BB",13.133,40,"w","Olympic Games","TeamQual",2012-08-01
"Lorena Quiñones","Puerto Rico","FX",11.366,81,"w","Olympic Games","TeamQual",2012-08-01
"Lorena Quiñones","Puerto Rico","AA",49.065,54,"w","Olympic Games","TeamQual",2012-08-01
"Annika Urvikko","Finland","VT",13.2,68,"w","Olympic Games","TeamQual",2012-08-01
"Annika Urvikko","Finland","UB",12.966,65,"w","Olympic Games","TeamQual",2012-08-01
"Annika Urvikko","Finland","BB",10.933,80,"w","Olympic Games","TeamQual",2012-08-01
"Annika Urvikko","Finland","FX",12.216,73,"w","Olympic Games","TeamQual",2012-08-01
"Annika Urvikko","Finland","AA",48.815,55,"w","Olympic Games","TeamQual",2012-08-01
"Ralitsa Mileva","Bulgaria","VT",13.2,68,"w","Olympic Games","TeamQual",2012-08-01
"Ralitsa Mileva","Bulgaria","UB",10.966,74,"w","Olympic Games","TeamQual",2012-08-01
"Ralitsa Mileva","Bulgaria","BB",12.066,65,"w","Olympic Games","TeamQual",2012-08-01
"Ralitsa Mileva","Bulgaria","FX",12.2,74,"w","Olympic Games","TeamQual",2012-08-01
"Ralitsa Mileva","Bulgaria","AA",48.432,56,"w","Olympic Games","TeamQual",2012-08-01
"Mária Homolová","Slovakia","VT",12.766,77,"w","Olympic Games","TeamQual",2012-08-01
"Mária Homolová","Slovakia","UB",10.458,77,"w","Olympic Games","TeamQual",2012-08-01
"Mária Homolová","Slovakia","BB",11.733,72,"w","Olympic Games","TeamQual",2012-08-01
"Mária Homolová","Slovakia","FX",12.066,76,"w","Olympic Games","TeamQual",2012-08-01
"Mária Homolová","Slovakia","AA",47.023,57,"w","Olympic Games","TeamQual",2012-08-01
"Moldir Azimbay","Kazakhstan","VT",12.8,74,"w","Olympic Games","TeamQual",2012-08-01
"Moldir Azimbay","Kazakhstan","UB",10.7,76,"w","Olympic Games","TeamQual",2012-08-01
"Moldir Azimbay","Kazakhstan","BB",11.566,74,"w","Olympic Games","TeamQual",2012-08-01
"Moldir Azimbay","Kazakhstan","FX",11.933,79,"w","Olympic Games","TeamQual",2012-08-01
"Moldir Azimbay","Kazakhstan","AA",46.999,58,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Maksyuta","Israel","VT",12.8,74,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Maksyuta","Israel","UB",9.433,78,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Maksyuta","Israel","BB",10.533,82,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Maksyuta","Israel","FX",12.933,59,"w","Olympic Games","TeamQual",2012-08-01
"Valeria Maksyuta","Israel","AA",45.699,59,"w","Olympic Games","TeamQual",2012-08-01
"Saša Golob","Slovenia","VT",0,81,"w","Olympic Games","TeamQual",2012-08-01
"Saša Golob","Slovenia","UB",12.066,70,"w","Olympic Games","TeamQual",2012-08-01
"Saša Golob","Slovenia","BB",13.033,47,"w","Olympic Games","TeamQual",2012-08-01
"Saša Golob","Slovenia","FX",13.5,40,"w","Olympic Games","TeamQual",2012-08-01
"Saša Golob","Slovenia","AA",38.599,60,"w","Olympic Games","TeamQual",2012-08-01
"Nastassia Marachkouskaya","Belarus","VT",13.8,45,"w","Olympic Games","TeamQual",2012-08-01
"Nastassia Marachkouskaya","Belarus","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Nastassia Marachkouskaya","Belarus","BB",13.558,35,"w","Olympic Games","TeamQual",2012-08-01
"Nastassia Marachkouskaya","Belarus","FX",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Nastassia Marachkouskaya","Belarus","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Yamilet Peña","Dominican Republic","VT",14.933,13,"w","Olympic Games","TeamQual",2012-08-01
"Yamilet Peña","Dominican Republic","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Yamilet Peña","Dominican Republic","BB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Yamilet Peña","Dominican Republic","FX",12.3,72,"w","Olympic Games","TeamQual",2012-08-01
"Yamilet Peña","Dominican Republic","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Phan Thị Hà Thanh","Vietnam","VT",13.533,62,"w","Olympic Games","TeamQual",2012-08-01
"Phan Thị Hà Thanh","Vietnam","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Phan Thị Hà Thanh","Vietnam","BB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Phan Thị Hà Thanh","Vietnam","FX",12.466,71,"w","Olympic Games","TeamQual",2012-08-01
"Phan Thị Hà Thanh","Vietnam","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Elsa García","Mexico","VT",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Elsa García","Mexico","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Elsa García","Mexico","BB",12.4,58,"w","Olympic Games","TeamQual",2012-08-01
"Elsa García","Mexico","FX",13.733,35,"w","Olympic Games","TeamQual",2012-08-01
"Elsa García","Mexico","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Sherine El-Zeiny","Egypt","VT",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Sherine El-Zeiny","Egypt","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Sherine El-Zeiny","Egypt","BB",12.733,53,"w","Olympic Games","TeamQual",2012-08-01
"Sherine El-Zeiny","Egypt","FX",11,82,"w","Olympic Games","TeamQual",2012-08-01
"Sherine El-Zeiny","Egypt","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Đỗ Thị Ngân Thương","Vietnam","VT",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Đỗ Thị Ngân Thương","Vietnam","UB",11.466,73,"w","Olympic Games","TeamQual",2012-08-01
"Đỗ Thị Ngân Thương","Vietnam","BB",11.966,70,"w","Olympic Games","TeamQual",2012-08-01
"Đỗ Thị Ngân Thương","Vietnam","FX",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Đỗ Thị Ngân Thương","Vietnam","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Göksu Üçtaş","Turkey","VT",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Göksu Üçtaş","Turkey","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Göksu Üçtaş","Turkey","BB",11.333,77,"w","Olympic Games","TeamQual",2012-08-01
"Göksu Üçtaş","Turkey","FX",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Göksu Üçtaş","Turkey","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Luiza Galiulina","Uzbekistan","VT",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Luiza Galiulina","Uzbekistan","UB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Luiza Galiulina","Uzbekistan","BB",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Luiza Galiulina","Uzbekistan","FX",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"Luiza Galiulina","Uzbekistan","AA",NA,NA,"w","Olympic Games","TeamQual",2012-08-01
"United States",NA,"VT",47.633,1,"w","Olympic Games","TeamQual",2012-08-01
"United States",NA,"UB",45.032,4,"w","Olympic Games","TeamQual",2012-08-01
"United States",NA,"BB",45.441,1,"w","Olympic Games","TeamQual",2012-08-01
"United States",NA,"FX",43.757,2,"w","Olympic Games","TeamQual",2012-08-01
"United States",NA,"AA",181.863,1,"w","Olympic Games","TeamQual",2012-08-01
"Russia",NA,"VT",46.299,2,"w","Olympic Games","TeamQual",2012-08-01
"Russia",NA,"UB",45.566,2,"w","Olympic Games","TeamQual",2012-08-01
"Russia",NA,"BB",45.232,2,"w","Olympic Games","TeamQual",2012-08-01
"Russia",NA,"FX",43.332,3,"w","Olympic Games","TeamQual",2012-08-01
"Russia",NA,"AA",180.429,2,"w","Olympic Games","TeamQual",2012-08-01
"China",NA,"VT",43.566,6,"w","Olympic Games","TeamQual",2012-08-01
"China",NA,"UB",46.998,1,"w","Olympic Games","TeamQual",2012-08-01
"China",NA,"BB",44.432,4,"w","Olympic Games","TeamQual",2012-08-01
"China",NA,"FX",41.641,8,"w","Olympic Games","TeamQual",2012-08-01
"China",NA,"AA",176.637,3,"w","Olympic Games","TeamQual",2012-08-01
"Romania",NA,"VT",45.733,3,"w","Olympic Games","TeamQual",2012-08-01
"Romania",NA,"UB",41.833,8,"w","Olympic Games","TeamQual",2012-08-01
"Romania",NA,"BB",44.699,3,"w","Olympic Games","TeamQual",2012-08-01
"Romania",NA,"FX",43.999,1,"w","Olympic Games","TeamQual",2012-08-01
"Romania",NA,"AA",176.264,4,"w","Olympic Games","TeamQual",2012-08-01
"Japan",NA,"VT",42.033,11,"w","Olympic Games","TeamQual",2012-08-01
"Japan",NA,"UB",44.232,5,"w","Olympic Games","TeamQual",2012-08-01
"Japan",NA,"BB",42.765,5,"w","Olympic Games","TeamQual",2012-08-01
"Japan",NA,"FX",41.166,9,"w","Olympic Games","TeamQual",2012-08-01
"Japan",NA,"AA",170.196,6,"w","Olympic Games","TeamQual",2012-08-01
"Italy",NA,"VT",42.466,10,"w","Olympic Games","TeamQual",2012-08-01
"Italy",NA,"UB",40.974,10,"w","Olympic Games","TeamQual",2012-08-01
"Italy",NA,"BB",42.124,6,"w","Olympic Games","TeamQual",2012-08-01
"Italy",NA,"FX",42.833,4,"w","Olympic Games","TeamQual",2012-08-01
"Italy",NA,"AA",168.397,7,"w","Olympic Games","TeamQual",2012-08-01
"Canada",NA,"VT",43.599,5,"w","Olympic Games","TeamQual",2012-08-01
"Canada",NA,"UB",42.699,7,"w","Olympic Games","TeamQual",2012-08-01
"Canada",NA,"BB",38.832,12,"w","Olympic Games","TeamQual",2012-08-01
"Canada",NA,"FX",42.566,5,"w","Olympic Games","TeamQual",2012-08-01
"Canada",NA,"AA",167.696,8,"w","Olympic Games","TeamQual",2012-08-01
"Germany",NA,"VT",43.966,4,"w","Olympic Games","TeamQual",2012-08-01
"Germany",NA,"UB",43.332,6,"w","Olympic Games","TeamQual",2012-08-01
"Germany",NA,"BB",39.333,11,"w","Olympic Games","TeamQual",2012-08-01
"Germany",NA,"FX",40.7,11,"w","Olympic Games","TeamQual",2012-08-01
"Germany",NA,"AA",167.331,9,"w","Olympic Games","TeamQual",2012-08-01
"Australia",NA,"VT",42.499,9,"w","Olympic Games","TeamQual",2012-08-01
"Australia",NA,"UB",40.724,11,"w","Olympic Games","TeamQual",2012-08-01
"Australia",NA,"BB",40.999,7,"w","Olympic Games","TeamQual",2012-08-01
"Australia",NA,"FX",42.499,7,"w","Olympic Games","TeamQual",2012-08-01
"Australia",NA,"AA",166.721,10,"w","Olympic Games","TeamQual",2012-08-01
"France",NA,"VT",42.765,8,"w","Olympic Games","TeamQual",2012-08-01
"France",NA,"UB",41.333,9,"w","Olympic Games","TeamQual",2012-08-01
"France",NA,"BB",40.866,8,"w","Olympic Games","TeamQual",2012-08-01
"France",NA,"FX",39.832,12,"w","Olympic Games","TeamQual",2012-08-01
"France",NA,"AA",164.796,11,"w","Olympic Games","TeamQual",2012-08-01
"Brazil",NA,"VT",41.765,12,"w","Olympic Games","TeamQual",2012-08-01
"Brazil",NA,"UB",38.799,12,"w","Olympic Games","TeamQual",2012-08-01
"Brazil",NA,"BB",39.966,9,"w","Olympic Games","TeamQual",2012-08-01
"Brazil",NA,"FX",40.765,10,"w","Olympic Games","TeamQual",2012-08-01
"Brazil",NA,"AA",161.295,12,"w","Olympic Games","TeamQual",2012-08-01
"Deng Shudi","China","FX",15.033,17,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","PH",14.866,16,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","SR",14.3,34,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","VT",15.3,NA,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","PB",15.8,3,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","UB",14.366,32,"m","Olympic Games","TeamQual",2016-08-01
"Deng Shudi","China","AA",89.665,4,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","FX",13.666,56,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","PH",15.033,11,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","SR",14.133,44,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","VT",15.233,NA,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","PB",15.7,6,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","UB",14.866,14,"m","Olympic Games","TeamQual",2016-08-01
"Lin Chaopan","China","AA",88.631,10,"m","Olympic Games","TeamQual",2016-08-01
"Liu Yang","China","FX",12.933,65,"m","Olympic Games","TeamQual",2016-08-01
"Liu Yang","China","SR",15.9,1,"m","Olympic Games","TeamQual",2016-08-01
"Liu Yang","China","VT",14.683,NA,"m","Olympic Games","TeamQual",2016-08-01
"Liu Yang","China","AA",43.516,NA,"m","Olympic Games","TeamQual",2016-08-01
"You Hao","China","PH",14.966,15,"m","Olympic Games","TeamQual",2016-08-01
"You Hao","China","SR",15.8,3,"m","Olympic Games","TeamQual",2016-08-01
"You Hao","China","PB",15.733,5,"m","Olympic Games","TeamQual",2016-08-01
"You Hao","China","UB",14.066,41,"m","Olympic Games","TeamQual",2016-08-01
"You Hao","China","AA",60.565,NA,"m","Olympic Games","TeamQual",2016-08-01
"Zhang Chenglong","China","FX",14.9,21,"m","Olympic Games","TeamQual",2016-08-01
"Zhang Chenglong","China","VT",14.933,NA,"m","Olympic Games","TeamQual",2016-08-01
"Zhang Chenglong","China","PB",15.166,22,"m","Olympic Games","TeamQual",2016-08-01
"Zhang Chenglong","China","UB",13.966,47,"m","Olympic Games","TeamQual",2016-08-01
"Zhang Chenglong","China","AA",58.965,NA,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","FX",14.533,28,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","PH",12.766,65,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","SR",14.566,23,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","VT",14.4,NA,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","PB",15.3,16,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","UB",14.766,20,"m","Olympic Games","TeamQual",2016-08-01
"Chris Brooks","United States","AA",86.331,19,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","FX",15.6,2,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","SR",14.9,15,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","VT",NA,10,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","PB",15.166,21,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","UB",14.333,33,"m","Olympic Games","TeamQual",2016-08-01
"Jacob Dalton","United States","AA",75.132,NA,"m","Olympic Games","TeamQual",2016-08-01
"Danell Leyva","United States","PH",14.533,22,"m","Olympic Games","TeamQual",2016-08-01
"Danell Leyva","United States","PB",15.6,7,"m","Olympic Games","TeamQual",2016-08-01
"Danell Leyva","United States","UB",15.333,4,"m","Olympic Games","TeamQual",2016-08-01
"Danell Leyva","United States","AA",45.466,NA,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","FX",15.8,1,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","PH",13.1,60,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","SR",14.533,24,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","VT",15.1,NA,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","PB",15.375,14,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","UB",15.133,6,"m","Olympic Games","TeamQual",2016-08-01
"Sam Mikulak","United States","AA",89.041,7,"m","Olympic Games","TeamQual",2016-08-01
"Alexander Naddour","United States","FX",14.7,24,"m","Olympic Games","TeamQual",2016-08-01
"Alexander Naddour","United States","PH",15.366,7,"m","Olympic Games","TeamQual",2016-08-01
"Alexander Naddour","United States","SR",15,13,"m","Olympic Games","TeamQual",2016-08-01
"Alexander Naddour","United States","VT",15.1,NA,"m","Olympic Games","TeamQual",2016-08-01
"Alexander Naddour","United States","AA",60.166,NA,"m","Olympic Games","TeamQual",2016-08-01
"Denis Ablyazin","Russia","FX",14.7,25,"m","Olympic Games","TeamQual",2016-08-01
"Denis Ablyazin","Russia","SR",15.633,4,"m","Olympic Games","TeamQual",2016-08-01
"Denis Ablyazin","Russia","VT",NA,2,"m","Olympic Games","TeamQual",2016-08-01
"Denis Ablyazin","Russia","AA",45.733,NA,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","FX",14.6,27,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","PH",15.3,8,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","SR",14.533,26,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","VT",14.9,NA,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","PB",15.933,2,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","UB",14.533,30,"m","Olympic Games","TeamQual",2016-08-01
"David Belyavskiy","Russia","AA",89.799,3,"m","Olympic Games","TeamQual",2016-08-01
"Ivan Stretovich","Russia","PH",14.566,20,"m","Olympic Games","TeamQual",2016-08-01
"Ivan Stretovich","Russia","PB",15.2,20,"m","Olympic Games","TeamQual",2016-08-01
"Ivan Stretovich","Russia","UB",14.633,25,"m","Olympic Games","TeamQual",2016-08-01
"Ivan Stretovich","Russia","AA",44.399,NA,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","FX",14.666,26,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","PH",15.383,6,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","SR",14.433,29,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","VT",14.9,NA,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","PB",15.366,15,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","UB",14.1,40,"m","Olympic Games","TeamQual",2016-08-01
"Nikolai Kuksenkov","Russia","AA",88.848,9,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","FX",14.066,42,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","PH",14.541,21,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","SR",14.9,16,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","VT",NA,6,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","PB",13.133,61,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","UB",12.733,68,"m","Olympic Games","TeamQual",2016-08-01
"Nikita Nagornyy","Russia","AA",84.639,28,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","FX",15.033,16,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","PH",14.8,18,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","SR",13.996,49,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","VT",14.933,NA,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","PB",15.5,8,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","UB",15,11,"m","Olympic Games","TeamQual",2016-08-01
"Ryōhei Katō","Japan","AA",89.232,6,"m","Olympic Games","TeamQual",2016-08-01
"Kenzō Shirai","Japan","FX",15.333,6,"m","Olympic Games","TeamQual",2016-08-01
"Kenzō Shirai","Japan","VT",NA,3,"m","Olympic Games","TeamQual",2016-08-01
"Kenzō Shirai","Japan","AA",30.799,NA,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","FX",15.233,8,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","PH",13.366,57,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","SR",14.733,17,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","PB",13.866,55,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","UB",14.666,24,"m","Olympic Games","TeamQual",2016-08-01
"Yūsuke Tanaka","Japan","AA",71.864,NA,"m","Olympic Games","TeamQual",2016-08-01
"Koji Yamamuro","Japan","PH",14.533,24,"m","Olympic Games","TeamQual",2016-08-01
"Koji Yamamuro","Japan","SR",14.7,21,"m","Olympic Games","TeamQual",2016-08-01
"Koji Yamamuro","Japan","VT",13.2,NA,"m","Olympic Games","TeamQual",2016-08-01
"Koji Yamamuro","Japan","PB",12.733,66,"m","Olympic Games","TeamQual",2016-08-01
