"Name","Country","Apparatus","Score","Rank","Gender","Competition","Round","Date"
"China","China","FX",45.925,6,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","PH",46.025,1,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","SR",48.875,1,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","VT",49.325,1,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","PB",49.025,1,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","UB",46.95,1,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","AA",286.125,1,"m","Olympic Games","TeamFinal",2008-08-01
"Chen Yibing","China","FX",14.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Chen Yibing","China","SR",16.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Chen Yibing","China","VT",15.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Huang Xu","China","PH",14.75,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Huang Xu","China","SR",16,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Huang Xu","China","PB",16.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Li Xiaopeng","China","VT",16.775,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Li Xiaopeng","China","PB",16.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Li Xiaopeng","China","UB",15.725,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Xiao Qin","China","PH",16.1,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Xiao Qin","China","UB",15.25,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Wei","China","FX",15.425,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Wei","China","PH",15.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Wei","China","SR",16.3,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Wei","China","VT",16.6,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Wei","China","PB",16.1,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Zou Kai","China","FX",15.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Zou Kai","China","UB",15.975,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","FX",45.975,5,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","PH",45.575,2,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","SR",46.9,2,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","VT",46.75,8,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","PB",47.075,4,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","UB",46.6,3,"m","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","AA",278.875,8,"m","Olympic Games","TeamFinal",2008-08-01
"Takehiro Kashima","Japan","PH",15.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Takehiro Kashima","Japan","VT",15.2,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Takuya Nakase","Japan","FX",15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Takuya Nakase","Japan","SR",15.425,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Takuya Nakase","Japan","UB",15.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Makoto Okiguchi","Japan","FX",15.275,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Koki Sakamoto","Japan","PH",14.85,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Koki Sakamoto","Japan","SR",15.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Koki Sakamoto","Japan","VT",15.4,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Koki Sakamoto","Japan","PB",15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hiroyuki Tomita","Japan","PH",15.15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hiroyuki Tomita","Japan","SR",15.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hiroyuki Tomita","Japan","PB",16.15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hiroyuki Tomita","Japan","UB",15.625,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kōhei Uchimura","Japan","FX",15.7,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kōhei Uchimura","Japan","VT",16.15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kōhei Uchimura","Japan","PB",15.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kōhei Uchimura","Japan","UB",15.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","FX",45.4,7,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","PH",41.875,8,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","SR",46.375,3,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","VT",48.225,4,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","PB",47.05,5,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","UB",46.925,2,"m","Olympic Games","TeamFinal",2008-08-01
"United States","United States","AA",275.85,15,"m","Olympic Games","TeamFinal",2008-08-01
"Alexander Artemev","United States","PH",15.35,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Raj Bhavsar","United States","PH",13.75,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Raj Bhavsar","United States","SR",15.325,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Raj Bhavsar","United States","VT",16.125,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Raj Bhavsar","United States","PB",15.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Joe Hagerty","United States","FX",14.625,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Joe Hagerty","United States","UB",15.55,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Jonathan Horton","United States","FX",15.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Jonathan Horton","United States","SR",15.625,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Jonathan Horton","United States","VT",16.2,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Jonathan Horton","United States","PB",15.625,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Jonathan Horton","United States","UB",15.7,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Justin Spring","United States","FX",15.2,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Justin Spring","United States","VT",15.9,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Justin Spring","United States","PB",15.85,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Justin Spring","United States","UB",15.675,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kai Wen Tan","United States","PH",12.775,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kai Wen Tan","United States","SR",15.425,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","FX",46.225,3,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","PH",44.65,3,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","SR",45.65,6,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","VT",47,7,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","PB",45.425,7,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","UB",45.65,4,"m","Olympic Games","TeamFinal",2008-08-01
"Germany","Germany","AA",274.6,22,"m","Olympic Games","TeamFinal",2008-08-01
"Thomas Andergassen","Germany","PH",15.075,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Thomas Andergassen","Germany","SR",15.55,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Philipp Boy","Germany","PH",14.675,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Philipp Boy","Germany","VT",14.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Philipp Boy","Germany","UB",15.725,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Fabian Hambüchen","Germany","FX",15.875,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Fabian Hambüchen","Germany","SR",15.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Fabian Hambüchen","Germany","VT",16.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Fabian Hambüchen","Germany","PB",15.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Fabian Hambüchen","Germany","UB",15.1,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Robert Juckel","Germany","PH",14.9,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Robert Juckel","Germany","SR",14.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Robert Juckel","Germany","UB",14.825,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marcel Nguyen","Germany","FX",15.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marcel Nguyen","Germany","VT",15.875,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marcel Nguyen","Germany","PB",14.4,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Eugen Spiridonov","Germany","FX",14.875,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Eugen Spiridonov","Germany","PB",15.075,NA,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","FX",46.35,1,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","PH",43.05,5,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","SR",45.5,7,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","VT",47.225,6,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","PB",47.225,3,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","UB",45.025,6,"m","Olympic Games","TeamFinal",2008-08-01
"South Korea","South Korea","AA",274.375,29,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Dae-Eun","South Korea","FX",15.625,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Dae-Eun","South Korea","SR",15.275,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Dae-Eun","South Korea","VT",15.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Dae-Eun","South Korea","PB",15.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Dae-Eun","South Korea","UB",14.4,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Ji-Hoon","South Korea","PH",14.85,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Ji-Hoon","South Korea","UB",15.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Soo-Myun","South Korea","FX",15.825,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Soo-Myun","South Korea","PH",14.675,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Soo-Myun","South Korea","VT",15.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Kim Soo-Myun","South Korea","UB",15.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Tae-Young","South Korea","FX",14.9,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Tae-Young","South Korea","PH",13.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Tae-Young","South Korea","SR",14.75,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Tae-Young","South Korea","VT",15.35,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yang Tae-Young","South Korea","PB",15.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yoo Won-Chul","South Korea","SR",15.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yoo Won-Chul","South Korea","PB",15.85,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","FX",46.05,4,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","PH",42.875,7,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","SR",45.95,5,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","VT",48.15,5,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","PB",47.3,2,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","UB",43.975,7,"m","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","AA",274.3,36,"m","Olympic Games","TeamFinal",2008-08-01
"Maxim Devyatovsky","Russia","FX",15.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Maxim Devyatovsky","Russia","PH",13.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Maxim Devyatovsky","Russia","SR",15.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Maxim Devyatovsky","Russia","VT",15.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Maxim Devyatovsky","Russia","UB",14.325,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Anton Golotsutskov","Russia","FX",15.65,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Anton Golotsutskov","Russia","VT",16.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Sergei Khorokhordin","Russia","FX",15.225,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Sergei Khorokhordin","Russia","PH",13.825,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Sergei Khorokhordin","Russia","PB",15.675,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Sergei Khorokhordin","Russia","UB",14.575,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Nikolai Kryukov","Russia","PH",15.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Nikolai Kryukov","Russia","VT",16.05,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Nikolai Kryukov","Russia","PB",16.15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Konstantin Pluzhnikov","Russia","SR",15.25,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yuri Ryazanov","Russia","SR",15.25,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yuri Ryazanov","Russia","PB",15.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yuri Ryazanov","Russia","UB",15.075,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","FX",46.25,2,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","PH",43.525,4,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","SR",46.375,3,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","VT",49.3,2,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","PB",45.225,8,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","UB",43.5,8,"m","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","AA",274.175,43,"m","Olympic Games","TeamFinal",2008-08-01
"Adrian Bucur","Romania","SR",15.125,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marian Drăgulescu","Romania","FX",15.65,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marian Drăgulescu","Romania","VT",16.55,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Marian Drăgulescu","Romania","UB",14.425,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Flavius Koczi","Romania","FX",15.075,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Flavius Koczi","Romania","PH",15.175,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Flavius Koczi","Romania","VT",16.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Flavius Koczi","Romania","PB",15.05,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Flavius Koczi","Romania","UB",14.325,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Ilie Daniel Popescu","Romania","PH",13.7,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Ilie Daniel Popescu","Romania","VT",16.225,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Răzvan Selariu","Romania","FX",15.525,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Răzvan Selariu","Romania","PH",14.65,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Răzvan Selariu","Romania","SR",15.325,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Răzvan Selariu","Romania","PB",14.85,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Răzvan Selariu","Romania","UB",14.75,NA,"m","Olympic Games","TeamFinal",2008-08-01
"George Robert Stănescu","Romania","SR",15.925,NA,"m","Olympic Games","TeamFinal",2008-08-01
"George Robert Stănescu","Romania","PB",15.325,NA,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","FX",44.625,8,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","PH",42.925,6,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","SR",45.3,8,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","VT",48.4,3,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","PB",46.575,6,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","UB",45.05,5,"m","Olympic Games","TeamFinal",2008-08-01
"France","France","AA",272.875,50,"m","Olympic Games","TeamFinal",2008-08-01
"Thomas Bouhail","France","FX",15.3,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Thomas Bouhail","France","PH",14.375,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Thomas Bouhail","France","VT",16.475,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Benoît Caranobe","France","FX",14.425,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Benoît Caranobe","France","SR",15.225,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Benoît Caranobe","France","VT",15.95,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yann Cucherat","France","PB",16.05,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Yann Cucherat","France","UB",14.25,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Dimitri Karbanenko","France","FX",14.9,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Dimitri Karbanenko","France","VT",15.975,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Dimitri Karbanenko","France","PB",15.375,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Dimitri Karbanenko","France","UB",15.35,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Danny Rodrigues","France","PH",13.75,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Danny Rodrigues","France","SR",16.1,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hamilton Sabot","France","PH",14.8,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hamilton Sabot","France","SR",13.975,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hamilton Sabot","France","PB",15.15,NA,"m","Olympic Games","TeamFinal",2008-08-01
"Hamilton Sabot","France","UB",15.45,NA,"m","Olympic Games","TeamFinal",2008-08-01
"China","China","VT",46.35,2,"w","Olympic Games","TeamFinal",2008-08-01
"China","China","UB",49.625,1,"w","Olympic Games","TeamFinal",2008-08-01
"China","China","BB",47.125,2,"w","Olympic Games","TeamFinal",2008-08-01
"China","China","FX",45.8,1,"w","Olympic Games","TeamFinal",2008-08-01
"China","China","AA",188.9,1,"w","Olympic Games","TeamFinal",2008-08-01
"Yang Yilin","China","VT",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Yang Yilin","China","UB",16.8,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Cheng Fei","China","VT",16,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Cheng Fei","China","BB",15.15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Cheng Fei","China","FX",15.45,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Jiang Yuyuan","China","UB",15.975,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Jiang Yuyuan","China","FX",15.2,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Deng Linlin","China","VT",15.25,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Deng Linlin","China","BB",15.925,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Deng Linlin","China","FX",15.15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"He Kexin","China","UB",16.85,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Li Shanshan","China","BB",16.05,NA,"w","Olympic Games","TeamFinal",2008-08-01
"United States","United States","VT",46.875,1,"w","Olympic Games","TeamFinal",2008-08-01
"United States","United States","UB",47.975,2,"w","Olympic Games","TeamFinal",2008-08-01
"United States","United States","BB",47.25,1,"w","Olympic Games","TeamFinal",2008-08-01
"United States","United States","FX",44.425,3,"w","Olympic Games","TeamFinal",2008-08-01
"United States","United States","AA",186.525,8,"w","Olympic Games","TeamFinal",2008-08-01
"Shawn Johnson","United States","VT",16,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shawn Johnson","United States","UB",15.35,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shawn Johnson","United States","BB",16.175,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shawn Johnson","United States","FX",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Nastia Liukin","United States","UB",16.9,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Nastia Liukin","United States","BB",15.975,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Nastia Liukin","United States","FX",15.2,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Chellsie Memmel","United States","UB",15.725,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Alicia Sacramone","United States","VT",15.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Alicia Sacramone","United States","BB",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Alicia Sacramone","United States","FX",14.125,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Bridget Sloan","United States","VT",15.2,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","VT",45.275,4,"w","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","UB",45,5,"w","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","BB",46.175,3,"w","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","FX",45.075,2,"w","Olympic Games","TeamFinal",2008-08-01
"Romania","Romania","AA",181.525,15,"w","Olympic Games","TeamFinal",2008-08-01
"Gabriela Drăgoi","Romania","UB",14.425,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Sandra Izbaşa","Romania","VT",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Sandra Izbaşa","Romania","BB",15.6,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Sandra Izbaşa","Romania","FX",15.55,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Steliana Nistor","Romania","VT",15.05,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Steliana Nistor","Romania","UB",16.15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Steliana Nistor","Romania","BB",15.15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Steliana Nistor","Romania","FX",14.575,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anamaria Tamarjan","Romania","VT",15.125,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anamaria Tamarjan","Romania","UB",14.425,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anamaria Tamarjan","Romania","BB",15.425,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anamaria Tamarjan","Romania","FX",14.95,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","VT",45.425,3,"w","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","UB",46.95,3,"w","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","BB",44.9,6,"w","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","FX",43.35,4,"w","Olympic Games","TeamFinal",2008-08-01
"Russia","Russia","AA",180.625,22,"w","Olympic Games","TeamFinal",2008-08-01
"Ksenia Afanasyeva","Russia","VT",15.075,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ksenia Afanasyeva","Russia","UB",14.925,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ksenia Afanasyeva","Russia","FX",14.375,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Svetlana Klyukina","Russia","VT",15.15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ekaterina Kramarenko","Russia","UB",15.575,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ekaterina Kramarenko","Russia","FX",15.125,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anna Pavlova","Russia","VT",15.2,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anna Pavlova","Russia","BB",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Anna Pavlova","Russia","FX",13.85,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ksenia Semenova","Russia","UB",16.45,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ksenia Semenova","Russia","BB",15.225,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ludmila Grebenkova","Russia","BB",14.575,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","VT",43.55,8,"w","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","UB",45.525,4,"w","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","BB",44.95,5,"w","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","FX",42.675,8,"w","Olympic Games","TeamFinal",2008-08-01
"Japan","Japan","AA",176.7,29,"w","Olympic Games","TeamFinal",2008-08-01
"Mayu Kuroda","Japan","UB",15.35,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Mayu Kuroda","Japan","BB",14.725,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Kyoko Oshima","Japan","VT",14.45,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Kyoko Oshima","Japan","UB",14.75,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Kyoko Oshima","Japan","FX",14.45,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Miki Uemura","Japan","VT",14.475,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Yuko Shintake","Japan","VT",14.625,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Yuko Shintake","Japan","BB",15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Yuko Shintake","Japan","FX",14.025,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Koko Tsurumi","Japan","UB",15.425,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Koko Tsurumi","Japan","BB",15.225,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Koko Tsurumi","Japan","FX",14.2,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Australia","Australia","VT",44.15,6,"w","Olympic Games","TeamFinal",2008-08-01
"Australia","Australia","UB",43.575,8,"w","Olympic Games","TeamFinal",2008-08-01
"Australia","Australia","BB",45.9,4,"w","Olympic Games","TeamFinal",2008-08-01
"Australia","Australia","FX",42.775,7,"w","Olympic Games","TeamFinal",2008-08-01
"Australia","Australia","AA",176.4,36,"w","Olympic Games","TeamFinal",2008-08-01
"Georgia Bonora","Australia","VT",14.625,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Georgia Bonora","Australia","FX",14.45,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ashleigh Brennan","Australia","BB",15.125,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ashleigh Brennan","Australia","FX",14.65,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Daria Joura","Australia","UB",14.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Lauren Mitchell","Australia","VT",14.7,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Lauren Mitchell","Australia","BB",15.55,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Lauren Mitchell","Australia","FX",13.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shona Morgan","Australia","VT",14.825,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shona Morgan","Australia","UB",13.8,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Shona Morgan","Australia","BB",15.225,NA,"w","Olympic Games","TeamFinal",2008-08-01
